customer_id,annual_income,monthly_income,employment_type,employment_duration_years,loan_amount,loan_term_months,interest_rate,loan_purpose,residential_status,existing_debt,existing_emi,credit_history_years,credit_utilization,total_credit_accounts,previous_delinquencies,default
CUST101200,750300.0,62525.0,Self-Employed,0.1,408000.0,48.0,18.59,Vehicle Loan,Living with Family,252300.0,30256.0,1.4,61.8,5,0,0
CUST101201,398700.0,33225.0,Self-Employed,4.8,34000.0,36.0,15.45,Personal Loan,Living with Family,124700.0,5362.0,2.1,46.1,2,0,0
CUST101202,1768500.0,147375.0,Professional,4.6,335000.0,12.0,13.74,Consumer Durable,Rented,1001800.0,15896.0,6.6,75.6,1,0,0
CUST101203,963200.0,80267.0,Business Owner,8.8,15000.0,48.0,18.93,Personal Loan,Owned,1117500.0,26218.0,0.1,39.0,1,0,0
CUST101204,693300.0,57775.0,Salaried,0.6,66000.0,12.0,14.47,Consumer Durable,Rented,227900.0,23260.0,0.3,16.4,8,0,0
CUST101205,90000.0,7500.0,Salaried,2.1,35000.0,36.0,15.57,Personal Loan,Rented,48700.0,112.0,2.2,33.2,2,1,1
CUST101206,465800.0,38817.0,Self-Employed,13.2,15000.0,36.0,13.45,Vehicle Loan,Rented,280800.0,12152.0,0.3,64.7,3,1,0
CUST101207,664200.0,55350.0,Self-Employed,1.9,84000.0,48.0,13.94,Consumer Durable,Owned,278400.0,13625.0,3.9,18.3,3,0,0
CUST101208,508100.0,42342.0,Salaried,0.8,405000.0,36.0,12.57,Business Loan,Living with Family,167600.0,10495.0,0.2,0.0,4,0,0
CUST101209,699900.0,58325.0,Salaried,10.3,376000.0,60.0,15.66,Vehicle Loan,Owned,164000.0,3933.0,0.4,48.1,2,0,0
CUST101210,698800.0,58233.0,Professional,1.8,3572000.0,300.0,9.51,Home Loan,Rented,368000.0,9590.0,0.3,28.2,3,1,1
CUST101211,926800.0,77233.0,Professional,0.2,3403000.0,180.0,14.34,Home Loan,Other,192100.0,20838.0,4.9,87.5,4,0,1
CUST101212,972500.0,81042.0,Self-Employed,3.0,289000.0,24.0,10.27,Personal Loan,Owned,296600.0,13082.0,3.3,43.9,3,0,0
CUST101213,90000.0,7500.0,Salaried,4.5,50000.0,84.0,14.63,Vehicle Loan,Owned,58800.0,2427.0,0.3,65.2,3,0,0
CUST101214,603200.0,50267.0,Salaried,1.2,3397000.0,300.0,20.66,Home Loan,Owned,173500.0,22095.0,6.5,27.2,6,1,1
CUST101215,366400.0,30533.0,Self-Employed,2.4,150000.0,48.0,15.24,Personal Loan,Rented,123100.0,11094.0,0.0,51.1,1,1,0
CUST101216,212800.0,17733.0,Salaried,4.1,519000.0,360.0,16.76,Home Loan,Rented,99200.0,3311.0,8.2,46.2,1,2,1
CUST101217,634600.0,52883.0,Self-Employed,4.3,45000.0,12.0,15.89,Consumer Durable,Other,116400.0,24773.0,1.0,68.3,5,1,0
CUST101218,1436500.0,119708.0,Business Owner,3.5,291000.0,12.0,7.0,Debt Consolidation,Living with Family,1130800.0,8570.0,4.3,42.2,4,1,0
CUST101219,720200.0,60017.0,Salaried,0.3,2130000.0,120.0,12.58,Home Loan,Living with Family,67300.0,19698.0,2.9,26.5,1,0,0
CUST101220,414900.0,34575.0,Salaried,0.8,82000.0,36.0,14.43,Consumer Durable,Living with Family,78800.0,5759.0,2.9,60.8,5,0,0
CUST101221,677700.0,56475.0,Salaried,7.2,378000.0,60.0,7.0,Vehicle Loan,Owned,581700.0,6373.0,1.1,22.3,7,0,0
CUST101222,723600.0,60300.0,Government Employee,4.0,1372000.0,360.0,12.09,Home Loan,Company Provided,142600.0,2581.0,2.2,20.0,6,0,0
CUST101223,647600.0,53967.0,Business Owner,3.5,2601000.0,300.0,12.75,Home Loan,Rented,370400.0,22316.0,5.5,37.0,2,1,1
CUST101224,269800.0,22483.0,Salaried,9.2,108000.0,48.0,9.06,Debt Consolidation,Owned,93700.0,4709.0,5.3,30.8,1,0,0
CUST101225,423000.0,35250.0,Government Employee,2.4,184000.0,60.0,9.9,Personal Loan,Company Provided,59100.0,17689.0,0.8,38.4,3,1,0
CUST101226,835100.0,69592.0,Self-Employed,2.7,262000.0,12.0,17.28,Personal Loan,Rented,218000.0,1748.0,2.0,23.3,1,0,0
CUST101227,483100.0,40258.0,Self-Employed,1.0,90000.0,48.0,7.0,Consumer Durable,Owned,236400.0,15955.0,2.4,62.6,3,1,1
CUST101228,340800.0,28400.0,Government Employee,2.5,198000.0,36.0,13.87,Business Loan,Living with Family,125700.0,574.0,2.0,62.3,2,0,0
CUST101229,90000.0,7500.0,Salaried,2.6,15000.0,24.0,16.72,Medical Expenses,Owned,44100.0,245.0,12.2,56.3,5,0,0
CUST101230,666300.0,55525.0,Salaried,0.4,1495000.0,24.0,12.91,Business Loan,Owned,388600.0,13170.0,0.1,54.1,5,0,0
CUST101231,281300.0,23442.0,Self-Employed,3.4,15000.0,12.0,17.51,Business Loan,Owned,163900.0,4870.0,1.6,0.0,5,0,0
CUST101232,535900.0,44658.0,Salaried,0.9,174000.0,36.0,11.63,Personal Loan,Rented,183800.0,18466.0,4.7,40.6,3,0,0
CUST101233,1443800.0,120317.0,Business Owner,7.4,3062000.0,36.0,10.1,Business Loan,Owned,786900.0,45359.0,8.6,56.9,5,0,0
CUST101234,109700.0,9142.0,Salaried,1.8,15000.0,24.0,12.97,Personal Loan,Owned,50600.0,970.0,14.6,67.5,4,0,0
CUST101235,438300.0,36525.0,Salaried,2.8,158000.0,36.0,11.78,Personal Loan,Rented,60000.0,10426.0,5.5,33.5,1,0,0
CUST101236,405600.0,33800.0,Salaried,3.6,15000.0,48.0,11.17,Other,Owned,178600.0,8048.0,1.1,66.7,3,0,0
CUST101237,651900.0,54325.0,Self-Employed,0.4,48000.0,60.0,12.42,Personal Loan,Rented,252000.0,6609.0,6.4,44.8,5,0,0
CUST101238,772200.0,64350.0,Salaried,5.6,147000.0,24.0,10.47,Personal Loan,Rented,287000.0,17162.0,3.4,0.0,4,0,0
CUST101239,104300.0,8692.0,Salaried,7.5,342000.0,300.0,10.32,Home Loan,Owned,57900.0,3331.0,0.7,35.8,5,1,1
CUST101240,664000.0,55333.0,Government Employee,1.5,215000.0,36.0,9.41,Debt Consolidation,Owned,288600.0,18973.0,1.1,19.5,4,0,0
CUST101241,718200.0,59850.0,Salaried,3.2,120000.0,60.0,14.33,Consumer Durable,Owned,467500.0,26004.0,1.4,24.5,4,0,0
CUST101242,401500.0,33458.0,Salaried,2.5,145000.0,36.0,9.8,Personal Loan,Rented,221500.0,20149.0,1.8,61.1,5,0,1
CUST101243,414300.0,34525.0,Salaried,1.8,1207000.0,300.0,9.03,Home Loan,Living with Family,224300.0,9036.0,6.2,44.5,5,0,1
CUST101244,558800.0,46567.0,Salaried,2.8,124000.0,24.0,9.56,Business Loan,Owned,112700.0,4532.0,4.6,26.6,3,0,0
CUST101245,539700.0,44975.0,Salaried,5.2,534000.0,84.0,13.66,Education Loan,Owned,91200.0,13410.0,4.6,23.1,2,2,0
CUST101246,732900.0,61075.0,Self-Employed,1.6,483000.0,24.0,15.14,Personal Loan,Owned,364500.0,13954.0,6.8,47.6,2,0,1
CUST101247,595900.0,49658.0,Salaried,1.5,1583000.0,240.0,15.4,Home Loan,Rented,256700.0,15191.0,6.3,33.9,4,0,1
CUST101248,353600.0,29467.0,Government Employee,8.6,160000.0,24.0,13.69,Vehicle Loan,Rented,122100.0,3124.0,1.2,53.3,3,1,0
CUST101249,748100.0,62342.0,Government Employee,0.4,143000.0,36.0,14.71,Personal Loan,Rented,231600.0,17444.0,1.8,19.8,5,1,0
CUST101250,753400.0,62783.0,Salaried,3.0,1858000.0,12.0,12.82,Business Loan,Living with Family,187800.0,8436.0,5.1,29.6,3,0,1
CUST101251,498400.0,41533.0,Salaried,4.0,244000.0,36.0,14.46,Personal Loan,Owned,190800.0,2187.0,7.0,13.4,1,0,0
CUST101252,90000.0,7500.0,Salaried,7.5,16000.0,36.0,14.41,Medical Expenses,Rented,18700.0,2158.0,5.3,25.8,6,0,0
CUST101253,454100.0,37842.0,Self-Employed,8.4,391000.0,60.0,10.67,Business Loan,Company Provided,341200.0,15014.0,4.5,85.9,2,0,0
CUST101254,500500.0,41708.0,Salaried,1.0,261000.0,36.0,9.56,Education Loan,Owned,201500.0,11098.0,1.8,21.8,4,1,0
CUST101255,321100.0,26758.0,Government Employee,8.5,66000.0,24.0,17.33,Medical Expenses,Rented,84000.0,7315.0,2.5,27.6,1,0,0
CUST101256,701900.0,58492.0,Professional,6.9,353000.0,48.0,13.4,Personal Loan,Rented,394100.0,4182.0,0.4,19.9,0,0,0
CUST101257,124800.0,10400.0,Professional,0.5,44000.0,60.0,16.37,Personal Loan,Owned,68600.0,1023.0,4.4,34.0,5,0,0
CUST101258,742900.0,61908.0,Self-Employed,4.9,685000.0,84.0,9.48,Vehicle Loan,Living with Family,109600.0,25200.0,0.8,36.4,4,1,0
CUST101259,383200.0,31933.0,Other,1.6,54000.0,36.0,11.7,Medical Expenses,Owned,377200.0,15609.0,8.3,64.8,2,0,1
CUST101260,90000.0,7500.0,Salaried,3.5,15000.0,24.0,8.59,Debt Consolidation,Owned,42100.0,2201.0,0.3,29.1,4,1,0
CUST101261,541400.0,45117.0,Salaried,3.0,3588000.0,240.0,15.07,Home Loan,Rented,234500.0,7405.0,0.4,40.5,5,1,1
CUST101262,435300.0,36275.0,Salaried,7.7,123000.0,60.0,11.03,Medical Expenses,Company Provided,310700.0,9407.0,4.6,0.0,4,0,0
CUST101263,377500.0,31458.0,Retired,33.6,176000.0,24.0,11.23,Personal Loan,Owned,151200.0,3626.0,1.5,19.0,7,0,0
CUST101264,343400.0,28617.0,Self-Employed,2.5,80000.0,60.0,19.26,Personal Loan,Rented,60300.0,4281.0,1.5,61.9,7,0,0
CUST101265,459200.0,38267.0,Professional,1.4,67000.0,24.0,15.13,Personal Loan,Owned,145900.0,4435.0,4.3,19.2,1,0,0
CUST101266,249600.0,20800.0,Salaried,14.5,134000.0,36.0,15.09,Debt Consolidation,Rented,34400.0,4537.0,3.3,54.9,3,2,0
CUST101267,219300.0,18275.0,Retired,24.6,22000.0,48.0,9.15,Vehicle Loan,Rented,15600.0,3686.0,1.6,17.6,1,0,0
CUST101268,507500.0,42292.0,Self-Employed,4.9,271000.0,36.0,7.06,Vehicle Loan,Rented,149600.0,8918.0,2.1,34.2,4,1,0
CUST101269,559200.0,46600.0,Self-Employed,32.7,1297000.0,12.0,16.11,Business Loan,Company Provided,15200.0,3354.0,0.5,75.7,2,0,1
CUST101270,271400.0,22617.0,Retired,20.6,113000.0,24.0,7.0,Personal Loan,Living with Family,96700.0,5436.0,1.0,54.4,1,0,0
CUST101271,339900.0,28325.0,Salaried,5.1,132000.0,12.0,11.39,Personal Loan,Owned,52100.0,8554.0,3.3,0.0,4,2,0
CUST101272,358600.0,29883.0,Salaried,10.5,219000.0,48.0,10.4,Personal Loan,Other,36200.0,3225.0,5.0,100.0,4,0,0
CUST101273,1503100.0,125258.0,Self-Employed,1.3,611000.0,24.0,10.04,Personal Loan,Owned,171100.0,36684.0,4.5,15.2,3,2,0
CUST101274,249600.0,20800.0,Salaried,0.4,303000.0,240.0,11.59,Home Loan,Living with Family,78200.0,6018.0,3.2,79.1,6,1,0
CUST101275,304900.0,25408.0,Salaried,1.0,1013000.0,180.0,9.62,Home Loan,Living with Family,167900.0,2405.0,5.0,28.2,6,1,0
CUST101276,1306400.0,108867.0,Salaried,3.2,704000.0,24.0,9.11,Medical Expenses,Living with Family,262300.0,24087.0,2.0,11.0,4,0,0
CUST101277,559500.0,46625.0,Salaried,3.0,114000.0,60.0,13.82,Medical Expenses,Rented,113700.0,10689.0,7.3,28.1,3,1,0
CUST101278,274000.0,22833.0,Government Employee,5.5,58000.0,24.0,16.41,Consumer Durable,Living with Family,63500.0,4736.0,3.1,23.6,1,0,0
CUST101279,837100.0,69758.0,Self-Employed,1.5,422000.0,36.0,7.44,Personal Loan,Rented,611900.0,9557.0,6.7,25.9,0,2,0
CUST101280,213400.0,17783.0,Salaried,7.1,106000.0,36.0,13.63,Vehicle Loan,Rented,83300.0,1330.0,5.0,39.3,3,1,0
CUST101281,686400.0,57200.0,Salaried,0.7,129000.0,36.0,14.73,Personal Loan,Company Provided,399000.0,6530.0,7.0,48.5,3,0,0
CUST101282,415600.0,34633.0,Self-Employed,1.2,167000.0,24.0,14.43,Personal Loan,Owned,72100.0,19196.0,0.3,69.2,5,0,0
CUST101283,436100.0,36342.0,Business Owner,2.2,614000.0,120.0,12.29,Education Loan,Owned,280000.0,16859.0,0.5,42.7,2,2,0
CUST101284,871800.0,72650.0,Government Employee,4.3,1400000.0,300.0,11.09,Home Loan,Rented,150500.0,15109.0,7.0,39.7,5,1,0
CUST101285,663300.0,55275.0,Government Employee,0.8,1000000.0,24.0,15.43,Business Loan,Owned,389100.0,9320.0,3.9,22.1,4,3,0
CUST101286,703000.0,58583.0,Salaried,9.9,15000.0,36.0,14.07,Medical Expenses,Living with Family,141200.0,27867.0,6.6,31.8,3,0,0
CUST101287,563100.0,46925.0,Salaried,5.0,168000.0,60.0,7.0,Personal Loan,Rented,302300.0,10639.0,0.2,26.9,3,0,0
CUST101288,322200.0,26850.0,Self-Employed,3.1,15000.0,48.0,12.29,Consumer Durable,Rented,66000.0,4123.0,2.6,7.8,3,0,0
CUST101289,744500.0,62042.0,Self-Employed,2.7,323000.0,60.0,13.18,Personal Loan,Living with Family,490800.0,2605.0,1.1,94.1,5,0,0
CUST101290,983700.0,81975.0,Self-Employed,1.1,160000.0,48.0,9.5,Other,Living with Family,481300.0,7280.0,0.3,43.3,3,1,1
CUST101291,780800.0,65067.0,Business Owner,0.8,1064000.0,84.0,12.22,Education Loan,Living with Family,93700.0,16111.0,3.7,43.6,2,0,0
CUST101292,1220700.0,101725.0,Self-Employed,4.2,328000.0,24.0,14.57,Personal Loan,Owned,280000.0,19587.0,1.8,64.8,4,0,0
CUST101293,671100.0,55925.0,Salaried,1.1,1840000.0,240.0,10.35,Home Loan,Rented,313200.0,11607.0,8.2,0.0,3,0,0
CUST101294,505100.0,42092.0,Salaried,1.3,54000.0,48.0,13.75,Personal Loan,Living with Family,147200.0,10688.0,2.0,87.3,5,0,0
CUST101295,515400.0,42950.0,Salaried,11.1,159000.0,60.0,9.83,Medical Expenses,Company Provided,206400.0,10876.0,4.6,19.1,3,1,0
CUST101296,485700.0,40475.0,Salaried,1.5,206000.0,48.0,9.04,Personal Loan,Rented,159900.0,2314.0,0.3,18.6,7,0,0
CUST101297,124700.0,10392.0,Salaried,0.6,49000.0,24.0,14.97,Medical Expenses,Rented,39700.0,4697.0,1.1,26.1,5,1,0
CUST101298,850500.0,70875.0,Professional,0.6,3645000.0,240.0,16.76,Home Loan,Rented,228200.0,16895.0,0.3,59.7,8,0,1
CUST101299,507500.0,42292.0,Salaried,2.2,193000.0,24.0,9.21,Other,Rented,7900.0,6893.0,3.8,85.2,3,0,0
CUST101300,341800.0,28483.0,Salaried,2.6,150000.0,60.0,16.05,Personal Loan,Rented,72600.0,10996.0,2.8,74.1,2,0,0
CUST101301,635100.0,52925.0,Self-Employed,0.9,1287000.0,12.0,12.96,Business Loan,Owned,448100.0,12425.0,13.0,27.4,3,0,1
CUST101302,911700.0,75975.0,Professional,7.7,352000.0,36.0,7.0,Medical Expenses,Owned,332500.0,44623.0,0.5,0.0,3,1,0
CUST101303,651200.0,54267.0,Salaried,4.0,79000.0,24.0,8.41,Personal Loan,Rented,21100.0,7331.0,2.3,28.9,4,0,0
CUST101304,1264700.0,105392.0,Professional,2.1,355000.0,12.0,14.95,Personal Loan,Rented,617400.0,7494.0,0.4,23.9,3,1,0
CUST101305,583400.0,48617.0,Government Employee,3.4,113000.0,24.0,7.8,Vehicle Loan,Owned,560800.0,11289.0,3.8,1.8,5,1,0
CUST101306,90000.0,7500.0,Self-Employed,0.9,153000.0,12.0,11.02,Business Loan,Living with Family,32100.0,2724.0,2.6,50.8,2,1,1
CUST101307,1774400.0,147867.0,Business Owner,6.0,877000.0,60.0,12.74,Medical Expenses,Owned,1499400.0,20270.0,2.2,38.1,3,0,0
CUST101308,413100.0,34425.0,Salaried,1.9,200000.0,60.0,14.43,Personal Loan,Living with Family,100500.0,10140.0,1.5,49.0,4,0,0
CUST101309,287900.0,23992.0,Retired,33.4,100000.0,12.0,13.59,Debt Consolidation,Living with Family,224000.0,7376.0,7.4,54.1,4,0,0
CUST101310,360900.0,30075.0,Salaried,5.2,226000.0,24.0,18.02,Debt Consolidation,Living with Family,155500.0,5716.0,0.7,53.1,2,0,0
CUST101311,452300.0,37692.0,Government Employee,0.9,137000.0,36.0,10.39,Medical Expenses,Living with Family,166900.0,7965.0,4.4,36.6,3,0,0
CUST101312,1117600.0,93133.0,Self-Employed,0.1,430000.0,12.0,13.32,Personal Loan,Living with Family,485900.0,11333.0,0.5,74.1,4,1,0
CUST101313,810400.0,67533.0,Salaried,1.4,125000.0,24.0,14.45,Personal Loan,Rented,509900.0,10987.0,0.6,27.2,4,0,0
CUST101314,565500.0,47125.0,Salaried,8.5,318000.0,60.0,15.28,Other,Rented,148400.0,12693.0,0.8,24.0,3,1,0
CUST101315,635500.0,52958.0,Business Owner,1.0,216000.0,24.0,16.36,Business Loan,Living with Family,257100.0,8473.0,0.6,32.9,2,0,1
CUST101316,747600.0,62300.0,Self-Employed,3.7,563000.0,84.0,11.61,Education Loan,Rented,517300.0,12764.0,1.5,49.8,4,0,0
CUST101317,469200.0,39100.0,Salaried,5.3,347000.0,60.0,15.08,Debt Consolidation,Rented,363900.0,12230.0,1.3,53.0,3,0,0
CUST101318,795400.0,66283.0,Professional,1.1,234000.0,12.0,10.04,Personal Loan,Owned,163600.0,5564.0,2.0,30.5,3,0,0
CUST101319,617600.0,51467.0,Government Employee,5.6,909000.0,60.0,12.75,Business Loan,Rented,360200.0,20443.0,2.3,31.0,2,0,0
CUST101320,323500.0,26958.0,Self-Employed,11.0,307000.0,60.0,14.6,Education Loan,Owned,219700.0,5019.0,2.0,66.7,5,0,0
CUST101321,600900.0,50075.0,Self-Employed,0.3,310000.0,48.0,16.12,Debt Consolidation,Rented,463600.0,21178.0,15.1,9.2,1,0,1
CUST101322,503100.0,41925.0,Salaried,1.9,134000.0,60.0,14.82,Medical Expenses,Rented,216200.0,1801.0,1.3,98.4,1,1,0
CUST101323,1231600.0,102633.0,Professional,0.3,805000.0,60.0,13.29,Vehicle Loan,Owned,608800.0,11179.0,0.9,31.4,3,0,0
CUST101324,289000.0,24083.0,Salaried,7.5,104000.0,24.0,12.75,Personal Loan,Rented,172700.0,4339.0,1.9,33.5,3,1,0
CUST101325,692000.0,57667.0,Government Employee,5.3,191000.0,60.0,14.76,Debt Consolidation,Living with Family,144200.0,15829.0,6.7,46.1,6,0,0
CUST101326,214400.0,17867.0,Salaried,1.0,15000.0,24.0,20.01,Medical Expenses,Company Provided,119100.0,5208.0,3.0,49.7,3,2,0
CUST101327,271000.0,22583.0,Self-Employed,3.6,1273000.0,180.0,15.73,Home Loan,Owned,161700.0,11234.0,1.0,23.6,4,1,1
CUST101328,312500.0,26042.0,Salaried,2.0,159000.0,48.0,14.22,Other,Owned,79600.0,15046.0,5.8,45.4,3,0,0
CUST101329,171300.0,14275.0,Salaried,1.2,669000.0,240.0,8.62,Home Loan,Living with Family,129700.0,5153.0,2.6,17.5,4,0,1
CUST101330,1458600.0,121550.0,Professional,4.5,5681000.0,360.0,10.3,Home Loan,Rented,838800.0,53460.0,0.9,24.8,1,1,1
CUST101331,112400.0,9367.0,Self-Employed,1.1,15000.0,24.0,11.96,Consumer Durable,Rented,30200.0,2525.0,2.3,2.7,1,0,0
CUST101332,220400.0,18367.0,Self-Employed,2.0,15000.0,36.0,15.91,Business Loan,Rented,120900.0,1751.0,3.3,41.1,6,1,0
CUST101333,488300.0,40692.0,Retired,24.1,214000.0,24.0,10.0,Debt Consolidation,Living with Family,119800.0,26849.0,0.2,34.1,3,1,0
CUST101334,214400.0,17867.0,Retired,12.0,15000.0,36.0,15.06,Debt Consolidation,Owned,138300.0,1332.0,5.7,0.0,3,0,0
CUST101335,512400.0,42700.0,Government Employee,1.2,331000.0,84.0,13.38,Vehicle Loan,Rented,175200.0,2443.0,5.1,23.0,5,0,0
CUST101336,186900.0,15575.0,Salaried,1.8,102000.0,60.0,14.14,Personal Loan,Owned,114700.0,3135.0,0.3,37.4,3,0,0
CUST101337,833200.0,69433.0,Self-Employed,2.9,288000.0,48.0,12.31,Debt Consolidation,Company Provided,243600.0,3964.0,0.4,56.9,1,0,0
CUST101338,719300.0,59942.0,Government Employee,1.4,331000.0,60.0,11.09,Vehicle Loan,Living with Family,304700.0,16937.0,13.2,9.8,1,0,0
CUST101339,642100.0,53508.0,Salaried,2.0,224000.0,48.0,9.88,Vehicle Loan,Rented,268200.0,8965.0,5.4,31.4,2,0,0
CUST101340,589800.0,49150.0,Salaried,16.9,360000.0,36.0,14.96,Vehicle Loan,Other,447700.0,24113.0,3.8,13.8,5,2,0
CUST101341,940500.0,78375.0,Professional,2.5,324000.0,12.0,12.75,Personal Loan,Owned,178000.0,14078.0,2.2,54.0,2,0,0
CUST101342,290200.0,24183.0,Self-Employed,1.8,57000.0,36.0,9.55,Personal Loan,Living with Family,23900.0,5030.0,13.5,23.3,2,0,0
CUST101343,174000.0,14500.0,Self-Employed,3.6,220000.0,84.0,13.71,Education Loan,Living with Family,69600.0,1713.0,3.9,49.4,4,0,0
CUST101344,608000.0,50667.0,Other,6.2,398000.0,60.0,23.95,Medical Expenses,Living with Family,13000.0,7166.0,1.8,30.1,2,0,0
CUST101345,805900.0,67158.0,Self-Employed,4.2,3971000.0,360.0,12.36,Home Loan,Living with Family,140500.0,21599.0,1.3,0.5,7,0,0
CUST101346,222700.0,18558.0,Self-Employed,8.7,74000.0,12.0,18.29,Personal Loan,Owned,95900.0,730.0,3.9,36.5,4,0,0
CUST101347,460400.0,38367.0,Salaried,5.5,1544000.0,360.0,7.0,Home Loan,Owned,136500.0,19483.0,2.4,11.9,3,1,1
CUST101348,372000.0,31000.0,Salaried,1.3,64000.0,24.0,12.13,Medical Expenses,Owned,204000.0,15672.0,1.8,62.6,2,0,0
CUST101349,156700.0,13058.0,Salaried,1.7,42000.0,48.0,16.06,Personal Loan,Living with Family,33100.0,1394.0,1.9,78.0,6,1,0
CUST101350,997700.0,83142.0,Professional,0.5,838000.0,60.0,13.05,Vehicle Loan,Rented,121900.0,3173.0,0.1,52.0,1,0,0
CUST101351,671500.0,55958.0,Professional,6.1,1545000.0,36.0,10.94,Business Loan,Rented,144100.0,2555.0,11.1,23.9,1,0,0
CUST101352,202300.0,16858.0,Salaried,0.3,424000.0,240.0,12.92,Home Loan,Owned,68600.0,5443.0,4.2,38.5,5,0,0
CUST101353,90000.0,7500.0,Salaried,6.8,94000.0,36.0,16.15,Education Loan,Rented,65300.0,250.0,1.1,44.4,2,2,0
CUST101354,237200.0,19767.0,Government Employee,1.8,184000.0,36.0,19.86,Debt Consolidation,Rented,37400.0,4990.0,5.8,61.9,5,1,0
CUST101355,353400.0,29450.0,Salaried,4.4,105000.0,12.0,16.41,Personal Loan,Rented,222700.0,21523.0,3.1,33.9,2,1,0
CUST101356,466000.0,38833.0,Self-Employed,0.7,148000.0,48.0,11.38,Personal Loan,Rented,7200.0,13248.0,11.5,47.0,1,0,0
CUST101357,149900.0,12492.0,Self-Employed,1.0,68000.0,24.0,12.25,Personal Loan,Owned,36800.0,1943.0,5.6,1.1,2,1,0
CUST101358,1090400.0,90867.0,Business Owner,11.3,2237000.0,12.0,12.28,Business Loan,Owned,442500.0,39930.0,9.1,43.3,4,1,1
CUST101359,433000.0,36083.0,Salaried,5.4,263000.0,36.0,10.22,Debt Consolidation,Company Provided,71800.0,18703.0,7.7,19.1,2,0,0
CUST101360,1046100.0,87175.0,Business Owner,0.8,1704000.0,12.0,12.5,Business Loan,Rented,633500.0,36866.0,1.3,38.9,2,0,1
CUST101361,402400.0,33533.0,Salaried,0.8,50000.0,60.0,12.12,Consumer Durable,Rented,300500.0,19225.0,5.2,15.2,2,0,0
CUST101362,185200.0,15433.0,Self-Employed,6.2,213000.0,12.0,9.16,Business Loan,Company Provided,43400.0,9463.0,0.8,47.1,2,0,0
CUST101363,479700.0,39975.0,Salaried,1.6,1036000.0,360.0,15.68,Home Loan,Rented,64400.0,7808.0,1.8,52.0,1,0,1
CUST101364,90000.0,7500.0,Self-Employed,17.6,15000.0,48.0,14.35,Personal Loan,Rented,27400.0,727.0,0.6,32.9,5,1,0
CUST101365,715800.0,59650.0,Self-Employed,2.3,1386000.0,24.0,10.95,Business Loan,Rented,56200.0,2222.0,2.0,18.9,1,2,1
CUST101366,206300.0,17192.0,Salaried,14.1,309000.0,36.0,13.47,Business Loan,Owned,80100.0,5945.0,5.8,50.6,2,0,1
CUST101367,688700.0,57392.0,Salaried,1.5,492000.0,36.0,9.91,Vehicle Loan,Rented,576600.0,6118.0,0.5,72.3,2,2,1
CUST101368,362000.0,30167.0,Salaried,7.8,142000.0,36.0,11.23,Vehicle Loan,Living with Family,136700.0,9354.0,4.7,80.3,0,0,0
CUST101369,726300.0,60525.0,Salaried,0.8,2631000.0,180.0,15.2,Home Loan,Rented,123900.0,22224.0,20.0,46.7,2,1,1
CUST101370,158100.0,13175.0,Salaried,5.3,568000.0,180.0,14.51,Home Loan,Owned,49400.0,2076.0,2.7,44.1,3,0,1
CUST101371,198300.0,16525.0,Retired,25.2,280000.0,84.0,11.36,Education Loan,Living with Family,97200.0,6144.0,0.7,9.1,5,0,0
CUST101372,549000.0,45750.0,Salaried,2.8,1189000.0,36.0,14.0,Business Loan,Owned,207800.0,7230.0,1.9,66.9,4,1,1
CUST101373,1543800.0,128650.0,Professional,1.3,215000.0,60.0,12.76,Medical Expenses,Rented,1397400.0,13626.0,0.4,0.0,6,0,0
CUST101374,550000.0,45833.0,Retired,37.6,2258000.0,240.0,9.81,Home Loan,Living with Family,22900.0,13399.0,21.2,64.2,4,0,0
CUST101375,460800.0,38400.0,Salaried,1.2,144000.0,48.0,12.46,Debt Consolidation,Rented,183100.0,31600.0,3.8,38.6,5,1,1
CUST101376,1802600.0,150217.0,Business Owner,6.4,657000.0,360.0,14.38,Home Loan,Owned,924700.0,68254.0,4.5,0.0,4,0,1
CUST101377,492100.0,41008.0,Government Employee,0.3,2742000.0,360.0,13.98,Home Loan,Rented,324100.0,31015.0,0.7,45.4,2,1,1
CUST101378,1359300.0,113275.0,Business Owner,0.7,263000.0,36.0,7.58,Medical Expenses,Living with Family,748000.0,16567.0,1.3,34.6,2,1,0
CUST101379,123100.0,10258.0,Self-Employed,0.7,20000.0,36.0,13.53,Consumer Durable,Living with Family,35500.0,4782.0,2.4,28.1,6,0,0
CUST101380,668100.0,55675.0,Self-Employed,2.7,40000.0,60.0,13.08,Consumer Durable,Living with Family,80800.0,20457.0,3.0,32.1,1,1,0
CUST101381,90000.0,7500.0,Salaried,0.5,21000.0,48.0,7.0,Personal Loan,Owned,26000.0,1849.0,1.8,37.6,1,0,0
CUST101382,90000.0,7500.0,Self-Employed,0.5,256000.0,120.0,10.41,Home Loan,Owned,10400.0,2631.0,6.5,37.5,1,0,1
CUST101383,443300.0,36942.0,Other,5.6,721000.0,60.0,14.57,Business Loan,Rented,191800.0,27859.0,3.0,5.5,7,1,0
CUST101384,103100.0,8592.0,Retired,31.6,28000.0,48.0,17.43,Medical Expenses,Living with Family,17700.0,4907.0,6.2,46.9,9,0,0
CUST101385,561000.0,46750.0,Salaried,4.4,406000.0,60.0,7.75,Vehicle Loan,Owned,601000.0,12230.0,1.3,29.6,7,0,0
